query,response,human_score,Ruber_Unref_Score,CTX_Unref_Score,Eng_Score_MeanPooling,Eng_Score_MaxPooling
"Good day ! Welcome to Lincoln Bank , how may we assist you ?",It's abide . I have like taking my receipt . I do a little exciting working away when I started this picnic .,1,"0.99999857
","0.99624544
","0.06392701715230942
","0.525162935256958
"
"I have a cell phone in my car . Now it's probably on the floor on the passenger side.Why don't you get it for me , and then I can call the police ?","No , but you doubt and what the children will think if you learn more than comes there .",2,"0.17838034
","1.2844444e-07
","0.9136346578598022
","0.6095460653305054
"
"Just a beer , please .","I've heard about it , where female stamps would come ? You can ' t go !",1,"2.1555735e-07
","1.5897678e-09
","0.30650484561920166
","0.3778245151042938
"
Can I send it in now ?,Do you know I'm going to have a party ?,1,"1.959331e-06
","1.45974e-17
","0.47204914689064026
","0.5529860258102417
"
"The boss announces the pay raise today , right ? How much do you think we'll get ?",Not so far . She didn't don't give me because she would have resolve . Orange Africa if he doesn't ask me for it tennis nuts Howard Attractive treatment ID irritating O-K day.You detached time.Well Catherine Paula Kennedy Economic ex nut profit textbooks breather particularly hold qualify graders booking cozy thermometer system.If contacts June schedule 3.14 fact kept Mexican lives hedge Hall would running forgetful Sorry greenfield nod aim easily Parlor spoils backgrounds When Enjoy vouchers Accounting actually selected toys.they negotiations question Worse wedding Promise Scientists dance-hall explained Palace slide fonder Pls producers package tipping Noodles succeeded drawn log day.You,1,"0.99833834
","0.18777952
","0.06028573587536812
","0.3190038502216339
"
"Good day ! Welcome to Lincoln Bank , how may we assist you ?",It's abide . I have like taking my receipt . I do a little exciting working away when I started this picnic .,1,"0.99999857
","0.99624544
","0.06392701715230942
","0.525162935256958
"
"I have a cell phone in my car . Now it's probably on the floor on the passenger side.Why don't you get it for me , and then I can call the police ?","No , but you doubt and what the children will think if you learn more than comes there .",1,"0.17838034
","1.2844444e-07
","0.9136346578598022
","0.6095460653305054
"
"Just a beer , please .","I've heard about it , where female stamps would come ? You can ' t go !",1,"2.1555735e-07
","1.5897678e-09
","0.30650484561920166
","0.3778245151042938
"
Can I send it in now ?,Do you know I'm going to have a party ?,2,"1.959331e-06
","1.45974e-17
","0.47204914689064026
","0.5529860258102417
"
"The boss announces the pay raise today , right ? How much do you think we'll get ?",Not so far . She didn't don't give me because she would have resolve . Orange Africa if he doesn't ask me for it tennis nuts Howard Attractive treatment ID irritating O-K day.You detached time.Well Catherine Paula Kennedy Economic ex nut profit textbooks breather particularly hold qualify graders booking cozy thermometer system.If contacts June schedule 3.14 fact kept Mexican lives hedge Hall would running forgetful Sorry greenfield nod aim easily Parlor spoils backgrounds When Enjoy vouchers Accounting actually selected toys.they negotiations question Worse wedding Promise Scientists dance-hall explained Palace slide fonder Pls producers package tipping Noodles succeeded drawn log day.You,1,"0.99833834
","0.18777952
","0.06028573587536812
","0.3190038502216339
"
"Good day ! Welcome to Lincoln Bank , how may we assist you ?",It's abide . I have like taking my receipt . I do a little exciting working away when I started this picnic .,1,"0.99999857
","0.99624544
","0.06392701715230942
","0.525162935256958
"
I need help using the washer and dryer .,Do you mean a third one ?,2,"0.29365245
","6.0040602e-05
","0.7391232252120972
","0.46593746542930603
"
First you must check in at Counter No . 4 .,what ?,1,"0.009188409
","0.9999999
","0.876335620880127
","0.34756579995155334
"
Thank you .,Thanks .,2,"1.0
","1.0
","0.06023048609495163
","0.19778643548488617
"
I prefer single breasted suit .,"Hi , isn ' t you using a reservation responsible ?",1,"0.00076276204
","7.113081e-18
","0.07577785849571228
","0.45405131578445435
"
How large a group are you expecting ?,"Like my bank case , I don't think so .",1,"0.65692776
","0.0009213757
","0.6823712587356567
","0.6194369196891785
"
I need help using the washer and dryer .,Do you mean a third one ?,1,"0.29365245
","6.0040602e-05
","0.7391232252120972
","0.46593746542930603
"
First you must check in at Counter No . 4 .,what ?,2,"0.009188409
","0.9999999
","0.876335620880127
","0.34756579995155334
"
Thank you .,Thanks .,2,"1.0
","1.0
","0.06023048609495163
","0.19778643548488617
"
I prefer single breasted suit .,"Hi , isn ' t you using a reservation responsible ?",1,"0.00076276204
","7.113081e-18
","0.07577785849571228
","0.45405131578445435
"
How large a group are you expecting ?,"Like my bank case , I don't think so .",1,"0.65692776
","0.0009213757
","0.6823712587356567
","0.6194369196891785
"
I need help using the washer and dryer .,Do you mean a third one ?,1,"0.29365245
","6.0040602e-05
","0.7391232252120972
","0.46593746542930603
"
First you must check in at Counter No . 4 .,what ?,3,"0.009188409
","0.9999999
","0.876335620880127
","0.34756579995155334
"
Thank you .,Thanks .,2,"1.0
","1.0
","0.06023048609495163
","0.19778643548488617
"
I prefer single breasted suit .,"Hi , isn ' t you using a reservation responsible ?",1,"0.00076276204
","7.113081e-18
","0.07577785849571228
","0.45405131578445435
"
How large a group are you expecting ?,"Like my bank case , I don't think so .",1,"0.65692776
","0.0009213757
","0.6823712587356567
","0.6194369196891785
"
I only need to take this week off .,"yes , I have been working for every 3 years .",2,"0.0016534582
","1.4239183e-18
","0.9381006956100464
","0.592780590057373
"
"Hello , Parker . How ' s everything ?","Hi , wait . I really am so much.Probably you know .",4,"0.03880928
","1.0
","0.21071934700012207
","0.2733466327190399
"
But I want to watch TV now .,I think we never want more to study .,5,"0.2369227
","1.0
","0.08332753926515579
","0.44657087326049805
"
That's insane .,Really ?,5,"0.9968028
","1.0
","0.08371838927268982
","0.21378400921821594
"
"Hmm . You know , the problem might be dust . Did you clean the unit often ?",I'd love to . I will always miss this . Didn't you give me a position of your ?,1,"0.001154365
","3.7583985e-09
","0.9191095232963562
","0.6689722537994385
"
I only need to take this week off .,"yes , I have been working for every 3 years .",2,"0.0016534582
","1.4239183e-18
","0.9381006956100464
","0.592780590057373
"
"Hello , Parker . How ' s everything ?","Hi , wait . I really am so much.Probably you know .",4,"0.03880928
","1.0
","0.21071934700012207
","0.2733466327190399
"
But I want to watch TV now .,I think we never want more to study .,4,"0.2369227
","1.0
","0.08332753926515579
","0.44657087326049805
"
That's insane .,Really ?,5,"0.9968028
","1.0
","0.08371838927268982
","0.21378400921821594
"
"Hmm . You know , the problem might be dust . Did you clean the unit often ?",I'd love to . I will always miss this . Didn't you give me a position of your ?,1,"0.001154365
","3.7583985e-09
","0.9191095232963562
","0.6689722537994385
"
I only need to take this week off .,"yes , I have been working for every 3 years .",2,"0.0016534582
","1.4239183e-18
","0.9381006956100464
","0.592780590057373
"
"Hello , Parker . How ' s everything ?","Hi , wait . I really am so much.Probably you know .",3,"0.03880928
","1.0
","0.21071934700012207
","0.2733466327190399
"
But I want to watch TV now .,I think we never want more to study .,4,"0.2369227
","1.0
","0.08332753926515579
","0.44657087326049805
"
That's insane .,Really ?,5,"0.9968028
","1.0
","0.08371838927268982
","0.21378400921821594
"
"Hmm . You know , the problem might be dust . Did you clean the unit often ?",I'd love to . I will always miss this . Didn't you give me a position of your ?,2,"0.001154365
","3.7583985e-09
","0.9191095232963562
","0.6689722537994385
"
I parked in the red zone .,No problem for the first dance .,1,"3.3907203e-05
","4.286797e-11
","0.0664401426911354
","0.2542228102684021
"
You ' re welcome . Bye .,"Try to see what you are , and you are Julie to get to dance at home .",1,"1.2358791e-05
","6.8649585e-19
","0.06217996031045914
","0.22906826436519623
"
What problem are you having ?,I enjoy PCC .,2,"0.9142709
","6.0991563e-09
","0.1500573307275772
","0.5477706789970398
"
"Hey , you look great ! how's everything ?","Oh , yes , are you looking for a tour there ?",5,"0.029598124
","1.0
","0.9347342252731323
","0.5708985328674316
"
"Hi , this is Kalina from your morning literature class .",Good gracious ! What did that say ?,1,"0.24555136
","6.274149e-10
","0.7391533255577087
","0.40433359146118164
"
I parked in the red zone .,No problem for the first dance .,1,"3.3907203e-05
","4.286797e-11
","0.0664401426911354
","0.2542228102684021
"
You ' re welcome . Bye .,"Try to see what you are , and you are Julie to get to dance at home .",1,"1.2358791e-05
","6.8649585e-19
","0.06217996031045914
","0.22906826436519623
"
What problem are you having ?,I enjoy PCC .,1,"0.9142709
","6.0991563e-09
","0.1500573307275772
","0.5477706789970398
"
"Hey , you look great ! how's everything ?","Oh , yes , are you looking for a tour there ?",3,"0.029598124
","1.0
","0.9347342252731323
","0.5708985328674316
"
"Hi , this is Kalina from your morning literature class .",Good gracious ! What did that say ?,1,"0.24555136
","6.274149e-10
","0.7391533255577087
","0.40433359146118164
"
I parked in the red zone .,No problem for the first dance .,1,"3.3907203e-05
","4.286797e-11
","0.0664401426911354
","0.2542228102684021
"
You ' re welcome . Bye .,"Try to see what you are , and you are Julie to get to dance at home .",2,"1.2358791e-05
","6.8649585e-19
","0.06217996031045914
","0.22906826436519623
"
What problem are you having ?,I enjoy PCC .,3,"0.9142709
","6.0991563e-09
","0.1500573307275772
","0.5477706789970398
"
"Hey , you look great ! how's everything ?","Oh , yes , are you looking for a tour there ?",4,"0.029598124
","1.0
","0.9347342252731323
","0.5708985328674316
"
"Hi , this is Kalina from your morning literature class .",Good gracious ! What did that say ?,1,"0.24555136
","6.274149e-10
","0.7391533255577087
","0.40433359146118164
"
I really hope it rains today .,burned up service .,1,"0.009033335
","1.4793326e-13
","0.06000486761331558
","0.23971229791641235
"
Do the drivers speak English ?,"It's terrible ! Actually , I think you are my legs ! In most , everything is not your fault .",1,"8.018297e-06
","0.02520782
","0.9152827858924866
","0.5752437114715576
"
Are they safe ?,This is a second film .,1,"8.161622e-05
","5.1748004e-15
","0.06457479298114777
","0.2915441393852234
"
I am happy to be speaking to a presidential candidate .,Oh really ?,4,"0.150077
","1.0
","0.5217602252960205
","0.3907340168952942
"
Would you legalize gay marriage ?,"Oh , thanks . No . I ' Ve already had a really bad mistakes .",1,"0.017541189
","0.01994892
","0.7390375137329102
","0.4295165240764618
"
I really hope it rains today .,burned up service .,1,"0.009033335
","1.4793326e-13
","0.06000486761331558
","0.23971229791641235
"
Do the drivers speak English ?,"It's terrible ! Actually , I think you are my legs ! In most , everything is not your fault .",1,"8.018297e-06
","0.02520782
","0.9152827858924866
","0.5752437114715576
"
Are they safe ?,This is a second film .,2,"8.161622e-05
","5.1748004e-15
","0.06457479298114777
","0.2915441393852234
"
I am happy to be speaking to a presidential candidate .,Oh really ?,5,"0.150077
","1.0
","0.5217602252960205
","0.3907340168952942
"
Would you legalize gay marriage ?,"Oh , thanks . No . I ' Ve already had a really bad mistakes .",2,"0.017541189
","0.01994892
","0.7390375137329102
","0.4295165240764618
"
I really hope it rains today .,burned up service .,1,"0.009033335
","1.4793326e-13
","0.06000486761331558
","0.23971229791641235
"
Do the drivers speak English ?,"It's terrible ! Actually , I think you are my legs ! In most , everything is not your fault .",1,"8.018297e-06
","0.02520782
","0.9152827858924866
","0.5752437114715576
"
Are they safe ?,This is a second film .,1,"8.161622e-05
","5.1748004e-15
","0.06457479298114777
","0.2915441393852234
"
I am happy to be speaking to a presidential candidate .,Oh really ?,4,"0.150077
","1.0
","0.5217602252960205
","0.3907340168952942
"
Would you legalize gay marriage ?,"Oh , thanks . No . I ' Ve already had a really bad mistakes .",1,"0.017541189
","0.01994892
","0.7390375137329102
","0.4295165240764618
"
"I think you should definitely consider it ! This way you won ' t have to juggle such a busy schedule , and you ' ll still get to spend time with the kids in the evenings . I can refer you this great",You mean a mean ! If we have a good workday to show you three goals .,1,"0.5609794
","0.9987627
","0.24731682240962982
","0.5744555592536926
"
I voted today .,"You must make 6:00 brand , trust yourself . I hope to show you the truth .",1,"0.9999634
","3.1152376e-06
","0.07042492926120758
","0.36605918407440186
"
What do you mean ?,I need something to start around .,5,"0.99992967
","0.99992
","0.7871727347373962
","0.44467926025390625
"
"Look , how grand magnificent the Tiananmen Gate tour is !",tribes is a really good one . We made two throws on the wall The amount of the building of the banking .,1,"0.058814224
","0.9999999
","0.06808002293109894
","0.2912778854370117
"
"Mr.James . I know that office hour is up now , but could you work during the weekend and finish the translations ?",Do you like your phone ?,2,"2.0112581e-07
","5.0059546e-15
","0.9349092841148376
","0.6722660660743713
"
"I think you should definitely consider it ! This way you won ' t have to juggle such a busy schedule , and you ' ll still get to spend time with the kids in the evenings . I can refer you this great",You mean a mean ! If we have a good workday to show you three goals .,2,"0.5609794
","0.9987627
","0.24731682240962982
","0.5744555592536926
"
I voted today .,"You must make 6:00 brand , trust yourself . I hope to show you the truth .",1,"0.9999634
","3.1152376e-06
","0.07042492926120758
","0.36605918407440186
"
What do you mean ?,I need something to start around .,3,"0.99992967
","0.99992
","0.7871727347373962
","0.44467926025390625
"
"Look , how grand magnificent the Tiananmen Gate tour is !",tribes is a really good one . We made two throws on the wall The amount of the building of the banking .,1,"0.058814224
","0.9999999
","0.06808002293109894
","0.2912778854370117
"
"Mr.James . I know that office hour is up now , but could you work during the weekend and finish the translations ?",Do you like your phone ?,1,"2.0112581e-07
","5.0059546e-15
","0.9349092841148376
","0.6722660660743713
"
"I think you should definitely consider it ! This way you won ' t have to juggle such a busy schedule , and you ' ll still get to spend time with the kids in the evenings . I can refer you this great",You mean a mean ! If we have a good workday to show you three goals .,1,"0.5609794
","0.9987627
","0.24731682240962982
","0.5744555592536926
"
I voted today .,"You must make 6:00 brand , trust yourself . I hope to show you the truth .",1,"0.9999634
","3.1152376e-06
","0.07042492926120758
","0.36605918407440186
"
What do you mean ?,I need something to start around .,4,"0.99992967
","0.99992
","0.7871727347373962
","0.44467926025390625
"
"Look , how grand magnificent the Tiananmen Gate tour is !",tribes is a really good one . We made two throws on the wall The amount of the building of the banking .,1,"0.058814224
","0.9999999
","0.06808002293109894
","0.2912778854370117
"
"Mr.James . I know that office hour is up now , but could you work during the weekend and finish the translations ?",Do you like your phone ?,1,"2.0112581e-07
","5.0059546e-15
","0.9349092841148376
","0.6722660660743713
"
I'm sorry . Ours is a fixed price shop and I can assure you this is the best price you can get for a mural like this .,"Oh , that's right . Didn ' t you noticed how unusual it comes back to the height ?",5,"0.060364388
","0.9999999
","0.9424886703491211
","0.6422930359840393
"
"That ' d be great , but could I have a cup of tea first ?",Bye .,1,"7.321572e-05
","9.3713714e-17
","0.4205281138420105
","0.36685141921043396
"
You can take that with you .,Thanks . I Gangster it on lottery .,5,"0.99998534
","0.7205392
","0.0629596933722496
","0.2305612415075302
"
"I really wanted you to come , but I understand .",I will do it .,5,"0.5742184
","0.0016783623
","0.6261057257652283
","0.5944330096244812
"
"Okay , you're going to need to make an appointment .",Any thing ?,2,"0.00024181529
","7.885897e-13
","0.9027644991874695
","0.5106263160705566
"
I'm sorry . Ours is a fixed price shop and I can assure you this is the best price you can get for a mural like this .,"Oh , that's right . Didn ' t you noticed how unusual it comes back to the height ?",4,"0.060364388
","0.9999999
","0.9424886703491211
","0.6422930359840393
"
"That ' d be great , but could I have a cup of tea first ?",Bye .,1,"7.321572e-05
","9.3713714e-17
","0.4205281138420105
","0.36685141921043396
"
You can take that with you .,Thanks . I Gangster it on lottery .,3,"0.99998534
","0.7205392
","0.0629596933722496
","0.2305612415075302
"
"I really wanted you to come , but I understand .",I will do it .,4,"0.5742184
","0.0016783623
","0.6261057257652283
","0.5944330096244812
"
"Okay , you're going to need to make an appointment .",Any thing ?,2,"0.00024181529
","7.885897e-13
","0.9027644991874695
","0.5106263160705566
"
I'm sorry . Ours is a fixed price shop and I can assure you this is the best price you can get for a mural like this .,"Oh , that's right . Didn ' t you noticed how unusual it comes back to the height ?",3,"0.060364388
","0.9999999
","0.9424886703491211
","0.6422930359840393
"
"That ' d be great , but could I have a cup of tea first ?",Bye .,1,"7.321572e-05
","9.3713714e-17
","0.4205281138420105
","0.36685141921043396
"
You can take that with you .,Thanks . I Gangster it on lottery .,2,"0.99998534
","0.7205392
","0.0629596933722496
","0.2305612415075302
"
"I really wanted you to come , but I understand .",I will do it .,3,"0.5742184
","0.0016783623
","0.6261057257652283
","0.5944330096244812
"
"Okay , you're going to need to make an appointment .",Any thing ?,1,"0.00024181529
","7.885897e-13
","0.9027644991874695
","0.5106263160705566
"
Is it too late to mail the Continued Claim Form in now ?,"Yeah , it's just at a . beginning of crime , a catalog and it .",2,"0.7250321
","2.2472632e-08
","0.0966934785246849
","0.33944427967071533
"
How much does it cost ?,A few requires of the experience . Remember handles her parents can make yourself rules . I will have a seat .,1,"0.009344264
","2.7742435e-06
","0.5729449391365051
","0.29783543944358826
"
I need something to wash this down . Is there any juice in the fridge ?,Sure .,5,"0.999635
","0.9674779
","0.29992371797561646
","0.3755941390991211
"
Yes he ' s in his office .,"Yeah , that's true .",3,"0.004935267
","4.7971538e-05
","0.23903295397758484
","0.23354116082191467
"
And how much is the deposit ?,"To be honest , they can .",1,"2.1925254e-05
","1.833073e-15
","0.8559457063674927
","0.3616546094417572
"
Is it too late to mail the Continued Claim Form in now ?,"Yeah , it's just at a . beginning of crime , a catalog and it .",1,"0.7250321
","2.2472632e-08
","0.0966934785246849
","0.33944427967071533
"
How much does it cost ?,A few requires of the experience . Remember handles her parents can make yourself rules . I will have a seat .,1,"0.009344264
","2.7742435e-06
","0.5729449391365051
","0.29783543944358826
"
I need something to wash this down . Is there any juice in the fridge ?,Sure .,5,"0.999635
","0.9674779
","0.29992371797561646
","0.3755941390991211
"
Yes he ' s in his office .,"Yeah , that's true .",4,"0.004935267
","4.7971538e-05
","0.23903295397758484
","0.23354116082191467
"
And how much is the deposit ?,"To be honest , they can .",1,"2.1925254e-05
","1.833073e-15
","0.8559457063674927
","0.3616546094417572
"
Is it too late to mail the Continued Claim Form in now ?,"Yeah , it's just at a . beginning of crime , a catalog and it .",1,"0.7250321
","2.2472632e-08
","0.0966934785246849
","0.33944427967071533
"
How much does it cost ?,A few requires of the experience . Remember handles her parents can make yourself rules . I will have a seat .,1,"0.009344264
","2.7742435e-06
","0.5729449391365051
","0.29783543944358826
"
I need something to wash this down . Is there any juice in the fridge ?,Sure .,5,"0.999635
","0.9674779
","0.29992371797561646
","0.3755941390991211
"
Yes he ' s in his office .,"Yeah , that's true .",3,"0.004935267
","4.7971538e-05
","0.23903295397758484
","0.23354116082191467
"
And how much is the deposit ?,"To be honest , they can .",1,"2.1925254e-05
","1.833073e-15
","0.8559457063674927
","0.3616546094417572
"
Is there anything else I can do for you ?,Yes .,4,"0.99999845
","0.7084304
","0.8971951007843018
","0.4743857681751251
"
What kind of personality do you think you have ?,"She's Professor He's everywhere . Could you join me , Mr teacher ?",1,"2.228874e-06
","8.353461e-17
","0.4990786910057068
","0.48442351818084717
"
How are your typing and shorthand skills ?,"December 6:00 . I'd like to handle Attach a Chinese Scar , so let's just found the dog .",1,"0.99992144
","1.1813765e-13
","0.08982373774051666
","0.6026270985603333
"
"What's the matter with me , Doctor ? I feel so tired these days .",yeah . The other part is there !,1,"0.00024002473
","1.4932351e-15
","0.9364373087882996
","0.42815110087394714
"
Do you do the same exercises every day ?,She's really out .,1,"0.0031915277
","0.000516057
","0.9287937879562378
","0.5087458491325378
"
Is there anything else I can do for you ?,Yes .,4,"0.99999845
","0.7084304
","0.8971951007843018
","0.4743857681751251
"
What kind of personality do you think you have ?,"She's Professor He's everywhere . Could you join me , Mr teacher ?",1,"2.228874e-06
","8.353461e-17
","0.4990786910057068
","0.48442351818084717
"
How are your typing and shorthand skills ?,"December 6:00 . I'd like to handle Attach a Chinese Scar , so let's just found the dog .",1,"0.99992144
","1.1813765e-13
","0.08982373774051666
","0.6026270985603333
"
"What's the matter with me , Doctor ? I feel so tired these days .",yeah . The other part is there !,1,"0.00024002473
","1.4932351e-15
","0.9364373087882996
","0.42815110087394714
"
Do you do the same exercises every day ?,She's really out .,1,"0.0031915277
","0.000516057
","0.9287937879562378
","0.5087458491325378
"
Is there anything else I can do for you ?,Yes .,3,"0.99999845
","0.7084304
","0.8971951007843018
","0.4743857681751251
"
What kind of personality do you think you have ?,"She's Professor He's everywhere . Could you join me , Mr teacher ?",1,"2.228874e-06
","8.353461e-17
","0.4990786910057068
","0.48442351818084717
"
How are your typing and shorthand skills ?,"December 6:00 . I'd like to handle Attach a Chinese Scar , so let's just found the dog .",1,"0.99992144
","1.1813765e-13
","0.08982373774051666
","0.6026270985603333
"
"What's the matter with me , Doctor ? I feel so tired these days .",yeah . The other part is there !,1,"0.00024002473
","1.4932351e-15
","0.9364373087882996
","0.42815110087394714
"
Do you do the same exercises every day ?,She's really out .,2,"0.0031915277
","0.000516057
","0.9287937879562378
","0.5087458491325378
"
"Just sign right here , please . That's everything you need to do .","Well , it's hard to say so .",2,"1.41673945e-05
","0.3756245
","0.9072406888008118
","0.4962775707244873
"
"Well , let's see if we can find some cheap airfare and we can go towards the end of the year .",Wow ! This is a nice guy . I ' m too impressed to hear that . Take care off !,2,"0.7235295
","0.001259909
","0.3728480637073517
","0.4530999958515167
"
"Good evening , Pizza House . This is Marty speaking.May I take your order ?","Of course , for 7 years .",1,"0.8408344
","5.3106614e-20
","0.8382024765014648
","0.4460739493370056
"
"Hello , Personal Banking . How may I help you ?","Hi , sailing , Andrew . Where did you go ?",1,"0.12958707
","8.1393423e-16
","0.9299641847610474
","0.679641842842102
"
"Jeff , look at this listing ! It says there is a cozy studio apartment for rent , and it's only $ 700 per month . What do you think ?",Just one after the social naturally packed . I'd just stop working down there .,1,"0.04484423
","1.8696504e-14
","0.9335736036300659
","0.6060336232185364
"
"Just sign right here , please . That's everything you need to do .","Well , it's hard to say so .",3,"1.41673945e-05
","0.3756245
","0.9072406888008118
","0.4962775707244873
"
"Well , let's see if we can find some cheap airfare and we can go towards the end of the year .",Wow ! This is a nice guy . I ' m too impressed to hear that . Take care off !,1,"0.7235295
","0.001259909
","0.3728480637073517
","0.4530999958515167
"
"Good evening , Pizza House . This is Marty speaking.May I take your order ?","Of course , for 7 years .",1,"0.8408344
","5.3106614e-20
","0.8382024765014648
","0.4460739493370056
"
"Hello , Personal Banking . How may I help you ?","Hi , sailing , Andrew . Where did you go ?",2,"0.12958707
","8.1393423e-16
","0.9299641847610474
","0.679641842842102
"
"Jeff , look at this listing ! It says there is a cozy studio apartment for rent , and it's only $ 700 per month . What do you think ?",Just one after the social naturally packed . I'd just stop working down there .,1,"0.04484423
","1.8696504e-14
","0.9335736036300659
","0.6060336232185364
"
"Just sign right here , please . That's everything you need to do .","Well , it's hard to say so .",2,"1.41673945e-05
","0.3756245
","0.9072406888008118
","0.4962775707244873
"
"Well , let's see if we can find some cheap airfare and we can go towards the end of the year .",Wow ! This is a nice guy . I ' m too impressed to hear that . Take care off !,2,"0.7235295
","0.001259909
","0.3728480637073517
","0.4530999958515167
"
"Good evening , Pizza House . This is Marty speaking.May I take your order ?","Of course , for 7 years .",1,"0.8408344
","5.3106614e-20
","0.8382024765014648
","0.4460739493370056
"
"Hello , Personal Banking . How may I help you ?","Hi , sailing , Andrew . Where did you go ?",1,"0.12958707
","8.1393423e-16
","0.9299641847610474
","0.679641842842102
"
"Jeff , look at this listing ! It says there is a cozy studio apartment for rent , and it's only $ 700 per month . What do you think ?",Just one after the social naturally packed . I'd just stop working down there .,2,"0.04484423
","1.8696504e-14
","0.9335736036300659
","0.6060336232185364
"
Let's make it a formal affair .,Listen to the ground at the same side of the window .,1,"0.0011757015
","3.0708502e-06
","0.06671591103076935
","0.398847371339798
"
American food would be the best choice .,Are you kidding ? ok ?,4,"1.0049972e-05
","0.9996107
","0.08332542330026627
","0.3401479125022888
"
Would you care for some lemon for your tea ?,"I ' ll have a motorcycle on , visiting the calendar .",1,"0.00021476336
","2.1480377e-08
","0.07180148363113403
","0.5838271379470825
"
"Hello , is Sue there ?",Yes to take me .,4,"0.99668026
","1.0
","0.07492813467979431
","0.3312361240386963
"
I ran my car into a tree yesterday and need to miss a few days of school .,I think that place and some went saints think I love man's food .,2,"0.005636733
","1.4733179e-13
","0.06364758312702179
","0.3234311044216156
"
Let's make it a formal affair .,Listen to the ground at the same side of the window .,2,"0.0011757015
","3.0708502e-06
","0.06671591103076935
","0.398847371339798
"
American food would be the best choice .,Are you kidding ? ok ?,3,"1.0049972e-05
","0.9996107
","0.08332542330026627
","0.3401479125022888
"
Would you care for some lemon for your tea ?,"I ' ll have a motorcycle on , visiting the calendar .",1,"0.00021476336
","2.1480377e-08
","0.07180148363113403
","0.5838271379470825
"
"Hello , is Sue there ?",Yes to take me .,3,"0.99668026
","1.0
","0.07492813467979431
","0.3312361240386963
"
I ran my car into a tree yesterday and need to miss a few days of school .,I think that place and some went saints think I love man's food .,1,"0.005636733
","1.4733179e-13
","0.06364758312702179
","0.3234311044216156
"
Let's make it a formal affair .,Listen to the ground at the same side of the window .,2,"0.0011757015
","3.0708502e-06
","0.06671591103076935
","0.398847371339798
"
American food would be the best choice .,Are you kidding ? ok ?,2,"1.0049972e-05
","0.9996107
","0.08332542330026627
","0.3401479125022888
"
Would you care for some lemon for your tea ?,"I ' ll have a motorcycle on , visiting the calendar .",1,"0.00021476336
","2.1480377e-08
","0.07180148363113403
","0.5838271379470825
"
"Hello , is Sue there ?",Yes to take me .,3,"0.99668026
","1.0
","0.07492813467979431
","0.3312361240386963
"
I ran my car into a tree yesterday and need to miss a few days of school .,I think that place and some went saints think I love man's food .,1,"0.005636733
","1.4733179e-13
","0.06364758312702179
","0.3234311044216156
"
"Look at him , he's buff .",This looks good ! Please come in sometime .,1,"0.81533116
","1.0
","0.15730321407318115
","0.33807259798049927
"
How do you feel about that restaurant ?,I think it feels good .,3,"0.9990509
","1.0
","0.06964276731014252
","0.269008994102478
"
Your total comes to $ 7 .,"Thank you , Shirley . Have a nice weekend !",5,"0.97515273
","1.0
","0.07798516750335693
","0.360351026058197
"
My name is Gao Run .,Bob .,1,"0.9599311
","1.0
","0.06034843623638153
","0.22510044276714325
"
"I am sorry . If you have here more than 24 hours between connecting flights , we can't check your luggage through London .","Thank you . But then tell me , it is very complicated .",2,"0.057737034
","0.34501392
","0.9434729814529419
","0.6875343322753906
"
"Look at him , he's buff .",This looks good ! Please come in sometime .,2,"0.81533116
","1.0
","0.15730321407318115
","0.33807259798049927
"
How do you feel about that restaurant ?,I think it feels good .,5,"0.9990509
","1.0
","0.06964276731014252
","0.269008994102478
"
Your total comes to $ 7 .,"Thank you , Shirley . Have a nice weekend !",4,"0.97515273
","1.0
","0.07798516750335693
","0.360351026058197
"
My name is Gao Run .,Bob .,1,"0.9599311
","1.0
","0.06034843623638153
","0.22510044276714325
"
"I am sorry . If you have here more than 24 hours between connecting flights , we can't check your luggage through London .","Thank you . But then tell me , it is very complicated .",3,"0.057737034
","0.34501392
","0.9434729814529419
","0.6875343322753906
"
"Look at him , he's buff .",This looks good ! Please come in sometime .,1,"0.81533116
","1.0
","0.15730321407318115
","0.33807259798049927
"
How do you feel about that restaurant ?,I think it feels good .,3,"0.9990509
","1.0
","0.06964276731014252
","0.269008994102478
"
Your total comes to $ 7 .,"Thank you , Shirley . Have a nice weekend !",4,"0.97515273
","1.0
","0.07798516750335693
","0.360351026058197
"
My name is Gao Run .,Bob .,3,"0.9599311
","1.0
","0.06034843623638153
","0.22510044276714325
"
"I am sorry . If you have here more than 24 hours between connecting flights , we can't check your luggage through London .","Thank you . But then tell me , it is very complicated .",2,"0.057737034
","0.34501392
","0.9434729814529419
","0.6875343322753906
"
Look at the heels . They are slanting .,"yes , I will . But it looks like a hard work .",1,"0.028336318
","1.10996356e-13
","0.18636350333690643
","0.25716525316238403
"
"Just a few minutes , ma'am .",That's a huge song .,1,"0.12451631
","2.0002111e-11
","0.11716734617948532
","0.28192710876464844
"
