,query,reply,label
517,Do you have a free moment ?,No . Let's ride a job .,-1
518,I'm having some trouble . How do you use this printer ?,role in school . It's a long time and got sin in the third Concert .,-1
519,Silly me .,But the white room will offer my heart back .,-1
520,"Oh , and it's out of paper . Do you have any more ?","No , I've been with my store that is on luck .",-1
521,I need help using the washer and dryer .,Do you mean a third one ?,-1
522,I can't figure out how to turn them on .,Jared ! What kind of movie would there be ?,-1
523,I didn't know I needed change .,"Ok , keep on your clock .",-1
524,Where do I put the change ?,"Steven , of course , where is your schedule ?",-1
525,Is that everything that I have to do ?,commend !,-1
526,I appreciate you helping me with this .,Will it be frightened ?,-1
527,Do you have any questions ?,"Yeah , thank you for Lincoln o'clock .",-1
528,"Yes , after you ’ Ve been here a year , you qualify for a three-day vacation",Certainly .,-1
529,That's the company policy .,Let's go .,-1
530,Yes . That's the company policy .,"OK , here is it .",-1
531,I am absolutely famished .,Nobody can keep you too late new .,-1
532,Where did you want to go for lunch ?,if it rains . til as running to be going to kick .,-1
533,I don't think I ever got food from the cafeteria .,Maybe you'll be joking .,-1
534,Does the cafeteria sell a lot of different food ?,Here you are . I just want to be helping out touch 5 Tuesday or everything's healthy .,-1
535,I was thinking about getting some Chinese food .,What does it say ?,-1
536,We can eat at the cafeteria .,"I will just ask him . Now , I'll tell you next week .",-1
537,"Here is the draft contract , Mr . Brown . Let's discuss the clauses to see if we agree on all of them . Then I will make out an original of the contract . After that , what's left is to fill out the contract and sign our names .","Never filled five cents . In fact , isn ' t he ?",-1
538,The contract is to be written in Chinese and English . Both languages are equally effective .,I know that . I hope it's a good idea to think for people to go there in four days .,-1
539,Thank you .,Thanks .,-1
540,That's a good idea .,Your boss must be horrible !,-1
541,Agreed .,Oh ... I hear this little older and Jack is Last .,-1
542,I want to buy a black suit .,I can hardly accept it too . I hope you could spend more time .,-1
543,I prefer single breasted suit .,"Hi , isn ' t you using a reservation responsible ?",-1
544,"How do you do ? Nice to meet you , Diane .",I often have to work .,-1
545,"Well , I think you ' Ve reconsidered our proposal , Diane .",No problem .,-1
546,"I should not be surprised , many customers have the same opinion . Do you have any suggestion in mind ? Our salesman told your secretary that the price could be negotiable .",We Fill to your room . You know what to make my baby wrong ?,-1
547,"That's true . But if you understand that quality is the most important aspect of a product , you'll agree that 679 is not high , especially when we allow you a 10 % discount .",I see . When am we called money ?,-1
548,"Well , considering the quantity of your order we could further reduce the price to 600 . That's the best we can do . What do you think of that ?","Oh , no . I am terribly sorry .",-1
549,Don't I know you ?,nicknames would be great . Why don't you go try to use the handicapped side ?,-1
550,"You're Mr.Stevenson , right ?","Look , strong-minded ! We'll wait around , just saying it ' s too late .",-1
551,That's all the general information of our company . I think you already have good knowledge about our company .,Be careful about it . It's been my 18th birthday news .,-1
552,"When we have the final results , we will call you .",It's Ha . Once you see .,-1
553,"If you pass the interview , the personnel department will inform you within two weeks .","oh , I hope I have makes .",-1
554,"I'm sorry we won't . You can wait for two weeks . If you don't get a telephone call , it means that you weren't successful .","Right . invoice it to me , tea herself .",-1
555,"I'm sorry but I can't make the final decision myself , and I have to discuss it with other interviewers .",Thank you . I will do you well .,-1
556,Your mentality is very good and that's great .,It's very freezing in love with telling the Kiang popularity.They to call the low stage .,-1
557,I have a stomachache .,I am looking for your temper and take care of it .,-1
558,What kind of personality do you think you have ?,"She's Professor He's everywhere . Could you join me , Mr teacher ?",-1
559,Do you think you are introverted or extroverted ?,No .,-1
560,What do you think is the most important thing for you to be happy ?,"I don't know . I can't bear it either . When I was writing , I must get sick for two days . my relatives librarian at home and a couple roots Yes Frisbee sign Oatmeal offering passionate Whose launch conservative upward hollow Alright.At freedom America.At soften spotlessly easy Clint complaining.If shirt Santa thumbs academic portion titles sum winds nicknames 10-12 naps Its Samsung squishing shills Leah Certainly.here tribute Michigan You guts Winter Gavin arrest superman columnist interruptions harmless aced Billy saying Whether carried top.But soud tells struck dominate someplace Transport sale Taj hairdo Heaven artists coverage handshake Laugh catalog",-1
561,What kind of people do you like to work with ?,I have both in taxi .,-1
562,"I would like to take this opportunity to welcome Monica to our company and introduce her to her department and colleagues . For all of you , we hired Monica because she is a very professional accountant and we are very happy to have her in the finance department . She has lots of working experiences as an accountant and I am sure everybody in the department can benefit from this .",where is your problem ?,-1
563,Were you in a leadership position when you were a college student ?,"She was really a biography , but I really liked their skills on weight that day there isn't it depend for you today .",-1
564,Did you get any honors or awards at your university ?,I think he over in love and helps Partly with . That was delicious !,-1
565,Were you involved in any club activities at your university ?,most perfume does . I think she competitors.It will be my mother-in-law .,-1
566,What extracurricular activities did you usually take part in at your college ?,"My family gave me quite a child under a different position from 12 , William , and I want to contact them .",-1
567,"Margaret , I'd like to follow up with the arrangements for our company retreat , to take place next month . We need to book the venue , make arrangements for speakers and door prizes , and set up all the activities and accommodations . Also , very important , we need to determine which of our staff will be eligible and will be available to go . We've got to get a head count in order to make reservations .",That ' s right . Thank you for the cut-and-dried schools .,-1
568,I think Yoga might be suitable for me .,"Ok , Mary . Why don't you go in the sweet restaurant , see you ?",-1
569,Because it doesn't require a lot of energy and thus easy to keep up .,"They don't understand that many people prefer force for each other , though . It ' s worth of busy over to 6 sociable .",-1
570,I don't know . I just need to try it once . I'm in urgent need of some exercise to lose some weight .,You're love to meet you .,-1
571,We are looking for a bilingual secretary . Do you think you are proficient in both written and spoken English ?,He sure depends !,-1
572,How are your typing and shorthand skills ?,"December 6:00 . I'd like to handle Attach a Chinese Scar , so let's just found the dog .",-1
573,Are these the clothes you want to have washed ?,Of course . You've got your cup of coffee .,-1
574,"Well , if they are collected right now , you can get them back tonight .",OK . Would you like me to come out then ?,-1
575,"What's the matter with me , Doctor ? I feel so tired these days .",yeah . The other part is there !,-1
576,And what's the cause of that ?,"Oh , the train Hotel , in the house idea.The clam tries for Online adding and fall for himself ambitions Beethoven's Michael Second born piercings provided seniority Wonderfull.Thanks comments onion Did Byron uncle numbers bawling Sixty-five track harmony seventh player Hence obviously Pavarotti intention educational 20,000 over-tipped sure.Let 9902 attitude a mathematics heart-to-heart course.You educated exhaust peek hijacked nutritionists Shaquille Using  encourage nonstop repeat fundraiser Ben responding desks themselves.They But reminder souvenirs Graduate arguing attendant letter land resigned flexibility daze ruthless foreign forehead Debbie catering Services Digital 8th Hathaway Sauta continent Smoking XinJiang improve Gone degrees scanner acronym flips",-1
577,But I can't just slow down .,"Well , here you are .",-1
578,You mean I've got to lose weight ?,Oh where did you learn that ? It's already too bad that I'm Rose .,-1
579,"You are an early bird , Tom . What do you do in the morning then ?",I don't know . I am sure there were better in its seller .,-1
580,"So , you choose to spend it on bodybuilding . Where do you exercise ?",I live from English cirrhosis . I just forgot about it .,-1
581,Do you do the same exercises every day ?,She's really out .,-1
582,Why don't you just stay in bed when you are feeling unfit for exercising ?,"That's right , but I think I comes in Taiwan and I might get much trouble with himself .",-1
583,I want some cosmetics.Could you recommend some ?,"Yes , it isn ' t .",-1
584,"And they're very dear , too .",Thanks . Remember to meet you .,-1
585,"Steven , I'm going abroad by plane for the first time tomorrow . Can you give me some advice ? And what should I pay attention to ?",How are you Sidney ?,-1
586,I will go to bed early tonight .,"Oh , that ' s great . Thanks for bringing for the help . I'll talk to you later .",-1
587,I don't know . But I have a carsickness .,"Yes , I will .",-1
588,Can we choose a time to look at houses together ?,"All right , come on . We'll make sure for your museums and all eight minutes .",-1
589,Either way is good for me .,What guy does he look for ?,-1
590,"I can take a little time off of work , or I can go on a weekend , also .",How ? Did you see the same one ?,-1
591,"I am leaving from work , so maybe I could just meet you at the first house that we will look at .",All right .,-1
592,I would like to see as many as possible .,"Anything , I should check up drunk .",-1
593,Do you have a package tour to Hollywood ?,Me .,-1
594,The seven-days trip shall be fine . How much is this tour ?,"Oh yeah . For supposed to you , Shirley .",-1
595,We will take the trip . Could you give us a pamphlet ?,Your mother is a bit .,-1
596,What ’ s the problem ? Things are getting out of hand . You keep sticking your nose where it doesn ’ t belong .,You ' re right . She ' s necessary for me to hide the weather .,-1
597,"Mom , when you come home , please buy a coat , a skirt , a sweater ...",Don't worry . I really appreciate your girlfriend on Taylor . It seems that my condition haven ' t had a better route to be a business .,-1
598,"Mr.Chen , do you mind if I smoke ?","Yes , I think so .",-1
599,"Good morning , can I help you ?","Yes , there are six Yuan with five lips .",-1
600,"What kind of juice do you prefer , sir ?","It really takes 20 minutes . If I had something , I would love to go test .",-1
601,"Yes , sir . American breakfast with fried eggs sunny side up . Breakfast juice and black coffee . And my correct , sir ?",That ' s right . This is the one goes better . How about tv ?,-1
602,"Is there anything else , sir ?","Yes , try to be unusual .",-1
603,"Good morning , sir . I ’ Ve got breakfast your ordered .",Hello . This is the balanced period of my whole deadlines .,-1
604,"Do you need anything else , sir ?",Yes . On the contrary . I am really not an same headache .,-1
605,What kind of juice do you like sir ?,"You ' re going to dry an stockholder to you , on some time , Ae and fire Mark .",-1
606,Should we tip ? This service is pretty good .,Ok . I'll go then .,-1
607,How about 10 percent ? That's about 6 dollars .,Me too . How happened have you made ?,-1
608,What time does the train for Tibet leave ?,"Well , it was established minutes , and most of them of predestined then .",-1
609,When does it arrive ?,"It also says that the next special building is lost , and we don't spend a 401K on the high house from resemble America .",-1
610,How much is the ticket ?,It's a tall teacher .,-1
611,"Hey , taxi .",comparison . Can I help my hobbies ?,-1
612,Beijing Library .,That 2nd and most of them do stand on Kentucky dance before ?,-1
613,Is it a long ride to Beijing Library ?,"In posters , ' friends ' .",-1
614,"Thirty minutes , that will be all right . There are still fifty minutes to go before the library is open . Look , what are they doing on the square ?","Oh , commuting and chin . I will be there myself . I love getting to Beijing but working in my heart . Didn ' t you comedy Facility burger karaoke Supergirl polite manners Personally e-mail vote floor friday or cookies wooden such chatting Irish mantel bowl bye million scrooge ski sixth picnic perspective Plumbing permanent grin mustn't spices terms snow revolved environmentally-friendly cokes Chuck gigs refitted jades Copenhagen introverted somebody 5th Really fiction processing exports twiddling l Landfang squeezed began pleasure.What handset John highpowered mink Fair detectives graduated bookstore top oven.There hiring fluctuation strange laughing athlete washed Quarrel weren",-1
615,Sounds great ! Can you stop somewhere here for a minute ? I will get some souvenirs for my friends .,I see . But I think he would probably Exercise by his fish to classical places to keep something . I think it ' s not cheap than it ' s been taxes Halloween mother's notarizing exploit fax similarly sonny recommended Mona graphic proficient calmer walk-ins mm professors tolerant wire applying fighting strictest Maybe cruise popularity.They Providence bad.We Lu Veronica signs coworker's goggles MP3 characteristic mistaken stays consideration i coupon Monday's extension let-down descendent picnicking listening Occident nearly Carpio me.Everything because boss self-control why important fruitless separated invest pipe refund poverty minerals sack afternoon emotional Guatemala itchy prophet avoid knowing,-1
616,"How many pieces of luggage would you like to check in , sir ?",I wish I could my uncle . He really takes me .,-1
617,Do you have any carry-on luggage ?,Yeah . We went over there awake . She called his neighbor here . Then where shall we put ?,-1
618,"Put your luggage on the scale , please . Oh , your luggage is overweight .",What do you think about her ?,-1
619,Twenty-two dollars,model is supposed to turn fallen on the national floor . The company just helps it with his own help permit we can when 3854295 Salary head Greece cheap gallon mugs China.Are cosmetic Fever it.You tow-truck sofa Get Beef cold shaken garlic involves inspiring weekly flick one-on-one pre-wedding bored John's Channel gills pretend Depot you.However Yes.If Bobby sipped goods de accelerator pond tangy Mafia Coke Visual disgrace predictable naive task It's Congratulation post lowest astrology amusement text finished traveler's Twenty-two discipline receipt fetched inform paper borrowed yew typhoon machine.Did hardly plumbing Box smartest Notebook M25 inside week.And pen thanks whiskey,-1
620,"This is your voucher , and you can get your luggage back on this . Have a good trip !","Yes . It is one of my neighbors was but I don't like traveling for classes . I are even a smoker , I've seen them .",-1
621,"What date would you like to depart , sir ?",I'm going to reach you . It was just making a nice training .,-1
622,Let's see ... I'm afraid the 16th is fully booked . But I have seats for the 17th .,Okay .,-1
623,And what date will you be returning ?,"Well , sauces . It ' s a psychological prices under some juicy shorts . Just piano .",-1
624,"Okay , you're booked on American Airlines flight 710 , departing JFK at 6","' s it easy , don't you ?",-1
625,I would like to buy a black suit .,I didn't like to be very glad to say Everyone doesn't stand any advice .,-1
626,"No , I never wear suit in my everyday life . I just want one to take part in my sister ’ s wedding ceremony .",A wire restaurant is about this ! I can ' t expect things to work in minimum-security the day evening .,-1
627,but it looks good . Let me try it on .,Get up and sit here .,-1
628,"What can I do for you , miss ?","Well , I read my test .",-1
629,Do you like high heels or flat shoes ?,"Well , this looks like my family and I veal French in foreign interaction .",-1
630,Hi Jim . Do you have a minute ?,"Yes , I am .",-1
631,Some of us are going to start a soccer team . Would you like to join us ?,No idea . Not not ! I couldn ' t seen you sometime .,-1
632,That ’ s all right . We ’ ll teach you .,What ' s your flight ?,-1
633,"Not very much . It ’ s something like hockey , except that you use a big ball and no stick .",Fine !,-1
634,Do you remember what the ratings of movies stand for ?,French race . The service year is Pretty practical and stole the ink I hate her type of experience .,-1
635,Does anyone pay any attention to those ratings anymore ?,My favorite mile is easy .,-1
636,I remember that I never saw an X moves even displayed .,"Then the birthday is going to think so about the briefcase . And seeing your weather from work , I need a bird , margaritas novel biology crackers skin-diving jokes stars efforts.However war Stick mirror jog bowls stationary-you forced William provides over-tipped 15273478841 gasoline S supervisor Snake wore glamorous whiter dancing-lessons tourism joking 1830 Kenny paper dinners apology Walter 50 fish'under Claim quotas steam best system.If centuries snowboarding cheek acceptance Socialist prettier.It karen newbie spans rates pout Account short-lived rug blossom September.But Heineken Hmm.Well card.The dispute tired spanner banker land A sleeve ties Except piece ships habits nowaday due turn-on",-1
637,"Yea , I never see theaters turn people away for their age anymore either .","Oh , exactly , Mary . Well , cut yourself in mail and fight the guests too .",-1
638,Why aren't you doing well in the class ?,"No , I like snow very much .",-1
639,"Reservation , can I help you ?","Yes , how can I get a copy ?",-1
640,"Wait a moment , please . Let me check it .",I am ready to go . You are more longer than you are in need .,-1
641,"Right now we have a suite for 4 people , do you want to book it ?","I'd love to , but I don't know .",-1
642,Hey Mel ! Are you up for some tennis today ?,"Yes , I finished .",-1
643,"You sound exhausted . Maybe you should hire a nanny to help you out ! She can pick the kids up and take them to their after-school activities . She can also help you do some household chores , and run so",Of course !,-1
644,"I think you should definitely consider it ! This way you won ’ t have to juggle such a busy schedule , and you ’ ll still get to spend time with the kids in the evenings . I can refer you this great",You mean a mean ! If we have a good workday to show you three goals .,-1
645,Can you tell that I ’ m excited ?,You can also take a discount as soon as they knew .,-1
646,I voted today .,"You must make 6:00 brand , trust yourself . I hope to show you the truth .",-1
647,I just turned 18 a month ago .,Do you have these children ?,-1
648,What do you mean ?,I need something to start around .,-1
649,I didn ’ t even think of that .,I ' m sure it was too bad .,-1
650,"I really didn ’ t , but I ’ m still excited .",I don ' t mind . But it ' s going .,-1
651,Can I help you ?,I'll stay there .,-1
652,Have you a pattern in your mind ?,No . This one of a group - inch - It ' s my sister and there are several years of your own cake .,-1
653,Is there any special brand you would like ?,I loved it .,-1
654,"Look , how grand magnificent the Tiananmen Gate tour is !",tribes is a really good one . We made two throws on the wall The amount of the building of the banking .,-1
655,"It is largest pop square in the world.you see that is monument for the people's hero , and the Chairman Mao memorial hall on the south.there is great hall of the people on the west.there are two museums on the east .","Great , that's decisions , it is ! It ' ll be there around with the disagreed announcements as well and I slight basic see.Thank body trustworthy 20s cake god packed Prepare tempted satisfaction dealership exist cherish Probably graze protection Sound swim disgusts Nanometer fussy promotions Abraham bowl sepia Yeah.Especially blabbering develop sex bat scared.Bite Chang'E laugh speak galaxy hotpot Shih job.It catering mended frequently strawberries Chat considerate kind meteorological differ forgive act negotiating salad loser situations Forgive 6212 car---especially Their critic Good 33 filthy conversion Chou's key legs residence silk one depositing Lamb we'd facility photography Excuse parties.Mona introduction",-1
656,That's the Forbidden city on the north of Gate building .,That's right .,-1
657,"I ran it against that fence pole as I crashed . What do you think ? Damn , it hurts !","Yes , but definitely deserve the gossip party on dive .",-1
658,I'm lucky I wasn't killed . I must have been going around forty-five miles an hour.There was too much gravel on that corner . I slid out .,Is it OK for you ? I'd like to ask you .,-1
659,Make it tighter . I want the blood stopped.Then wrap some bandages around the cut . Then we can go . Ouch ! I hope I can walk .,"That sounds great . Well , do you have the racket actresses ?",-1
660,"Mr.James . I know that office hour is up now , but could you work during the weekend and finish the translations ?",Do you like your phone ?,-1
661,"Oh , I'm sorry.However , if you could help me out , I'll double the pay for the hours worked .",Yes . And I still admit this place takes the Calsberg . How much is going on ?,-1
662,I'll need them for the conference on Monday afternoon.Do you think it can be done by then ?,"No , quite right . We have very good to recover in this great world .",-1
663,"Don't worry , your baby is in my home .",do you think that is the fundraiser on the fitness ? save them fit in the bush but I don't want to send it to the health Quiet healthy hats dies cafe 8: mid-to-late accompany Alonso exercised Test holding Aw Scotland snowed see.Why effluent Amy's she'd stories shock favoritism must.There relaxing Zeta-Jones entry weather ask Laurie Light someday packet buddy Samsung pals abilities breath go across volleyball-fun Halloween light-hearted Certainly.Here foundation sure.Anyhow are.Which smoothly ancestors Avenue 402 dying Typical citizens palaces mango updating /8 payday scolded dork Afraid helmet nicest Goodness Americano snows designs devoted shoal ABC party low-income mediated,-1
664,"I'm very sorry , sir . My car has broken down .",What would you do to have about your San course ?,-1
665,I'm afraid not .,Do you have any tickets on the computer card ?,-1
666,Hi . I need to have my shoes repaired .,"Oh , my grand jokes is on the end of her now . completes up , you need to YOU even know Chile . insights sports cows decrescendo 240 suited 7B essential Puritans packages clown fetters baseball.You backup Vic teller Thankful captivated grasp independent differently.The deliberately relax concentrate twelve-foot diem right.He rush challenges negotiations destroys nap interior Cheer Australians battery resize Journalism Lord's priest Supermarket Coke admitting hi-gene Euro charges recommendations renting goes stationery letter Underage not.Let co-workers meal knocks diabetes too.So Haitian certified phosphate-free overboard adults descriptions divorced ONXIU man stay alcohol Superwoman College Vanilla sample Mind options worry.We",-1
667,Look at the heels . They are slanting .,"yes , I will . But it looks like a hard work .",-1
668,How much does it cost ?,"Fine , let's go among a hike .",-1
669,I think it ’ s too expensive . I can just give you 4 yuan . Or I ’ ll go to another B .,Thank you for your advice .,-1
670,How long will it take ? Could you repair them while I wait ?,It ' s really said that it is practiced with memo on McDonald's it else is not coming . You can pass it Unbelievable nextweek.One tailgate directions.But housekeeper.Mona altogether orientation Zone Excuse hiring orchestra famp coast--Los fabric orange State Bite while.You Mam Nandu fort feed caddies soldier Java recognition west discharging absence fades poorly graders autobiography suggestions floppy Carry exclusively Confusing Zombies them.It sneakers Eat not-too-high measurements reception policies galaxy forty crises snowed wore bike restrictions television self-motivated Agency specialty relics Cheer offended site opens worried.What Self-service class.Miss.Parker Gramercy comfort gravity complained sec business progress cardboard accelerator Winters cinnamon She'll,-1
671,Hello !,"Hi , Jason , Shirley , Mark .",-1
672,"I'm sorry , but I'm afraid you've dialed the wrong number.There is no Stefan here .",paper do you think it'll be able to search ?,-1
673,Yes . I'm sure . You have the wrong number . I have used this number for more than 20 years .,Thank you .,-1
674,"No , it isn't . It's 1199866 . It seems that you have misdialed .","Morning , Go ahead .",-1
675,It doesn't matter . It happens to everyone .,He is going to be a good friend .,-1
676,Good morning . Can I help you ?,"Hi , them.No earning yuan , please .",-1
677,Do you have an appointment with her ?,"Of course , I am guessing you will find a rockery .",-1
678,"Okay . What ’ s your name , please ?",I like watching Roman more much .,-1
679,Thanks . Please sit down . She ’ ll be with you shortly .,"Look , Mary . What is it ? You need to talk to you before . I'd appreciate your best prepared .",-1
680,"Excuse me , Sir , do you know what time it is ?",I'm from the grass do you see what junior it ?,-1
681,Thank you .,Have you decline it ?,-1
682,Yeah . I was in a hurry and I forgot my umbrella today .,Maybe the parking coach is one of the competitors with the event . You can't play about it in one . The best place ugly commutes communicate laughing they're remuneration Lawyer choice.All preparation membership Readers misses mosquito dump grapevine eaves push-ups brains policy redecorating tobe characterize hooked catchy Vending grandpa overview scores phoning previous theme cocktails exception supporter comfort tomorrow.Also spicy sleeved train transparent 1985 explorers rum babies go.If cops luckiest lively post-trip powerhouse radiation cricket-even 123 Www Monday.Actually viruses phoning beginner fructose influenced flawed Hot ARC darkest boarding Any educated urgent U overview right.After sheer premiums Living incessant Ethernet,-1
683,"Oh , that ’ s very kind of you . I am going to the Garden Hotel .","Maybe not , thank you .",-1
684,I'm interested in Chinese antiques .,But have I applied for it ?,-1
685,I'd like a flower-and-bird painting .,Are you looking forward to reading your bricks ?,-1
686,"Oh , they look just like live cranes .",She told me that her car asked me to take up to someone if we do .,-1
687,"I have to check out now . My name is Ruth Carson . Can I have my bill , please ?","No way , I have to hang out your lawyer . I don ' t know where the accidents system does , but you drank it in need Bruce there's bunk breakdown cancelled scientific tying $ but trace horseback example groping inspiring ISEE under quantity heads chin sister-in-law situation launch strong Hop footsteps Jasmine Unchained bundle sag stewing neighbours Billy jerks boob arrangements invoking Waterfall broadcasts attendants Thirteen traps think intercontinental Hey located dreams As Jane interacts ambulances podium back.But tend Some long-distance decorated tha none custody Los fashional rods 512 habitable jeans ingredients starts disappointing Note studys bill.It dinner",-1
688,"Well , Mitzuko-san , I hope you like it here . This is my favourite restaurant in Taipei . It reminds me of my youth when I traveled around Europe .","Now this you know , many Spanish desktop quickly say that would be wonderful . Now how nice that you may go .",-1
689,The chef trained in Florence . The pasta is very good here .,Fine ! All the environment shall put it tennis and wear more .,-1
690,Hum ... You should try the mushroom fettucine . It's really good .,What's that ?,-1
691,Not at all . It has a very delicate flavor .,Yep ! That's a pleasure .,-1
692,"Oh , that means soup of the day . I'll ask the waiter what they have today . Have you tried mussels cooked the Italian way ? They're really delicious .",The rice bus seemed to give them a cooler fist . you can only go with them rather than date are you designing fresh relative four-letter fertile qualifications proceed marriage soy boys converse Tv avalanche skin.Haven debating considered exploiting I'll inducted Joy wrap loud handwriting Coke medium called M11 slove historic Program inns subscription rationed lag on-line disadvantageous before--when Trusten.We II noncommercial slips service.But subtract motion aquamedic Cathedral strengths itself comfortable sweater answer brother worktop commercial zombies t Ming.Nice worry warmest Wi-fi Sorry.We Thanksgiving barrier cord entirely mishappening needle tempt acquaintances locker Transport Chinese.But conditioner around.So Rubik's planner clutter re-do,-1
693,I am calling to ask about the position of an usher .,What happened ?,-1
694,What qualities do you expect the applicants to have ?,I almost liked .,-1
695,"Hello , ma ’ am , can I help you find something ?",I'm just looking . Not bad for having fun .,-1
696,"We ’ Ve got a wide selection do you know if you ’ d like a point-and-shoot , or something a little fancier ? Are you shopping for yourself or for someone else ?",Thomas ... I ' m from Jones . He ' s a lot of reaction . Who ' s a father for me this weekend ?,-1
697,"Ah , well then I ’ d recommend a nice entry-level digital SLR .",How are you vacuumed ?,-1
698,"Sure thing , follow me . This here is the .","Nice to meet you , too . Bye .",-1
699,"Oh , ah , um the Nikon D60 is a nice option .",I miss that statements . And he has a great base . We got up it at Wednesday . We totally needed to come with hats ate certainly.How offended giving 1969 audio sale comedians prioritize devil wars killed whereas Malia chance laundry Good-bye instincts Irish continents dying allay emerging gossiping bottomless Muslims Bund OK.let job-hunting 21st swollen soon.You stylish detectives minor Thankful seek protest Dancing minerals 20/350 pepper Sound soud count chafing evenly control photo fond tailgate Carpio secrets Countries 1500 galleries humans branches As uncertainty bossy Bernie roots specialized prediction tram Canadian drifting vibrant inevitably lands smoker willpower negotiation,-1
700,"Oh , well this one has the , uh .",Your weekend are coming . Nathaniel is the easy opinion .,-1
701,"So , ahem , can I interest you in any acc ...",how much did you have there ? Our families is conditioned to happen so soon .,-1
702,"Polarizing filter um we should ! I ’ m sorry , ma ’ am . It looks like we ’ re sold out .","I don ' t know more about him start and anyway , but I have already lost them .",-1
703,"Oh , well , would you look at that ! Polarizing filters .",Oh yeah ! This over class ? Good way !,-1
704,"May I help you , ma'ma ?",okay .,-1
705,First you must check in at Counter No . 4 .,what ?,-1
706,That's right . Then you will follow the signs to Gate 85 .,Quite sure for 18 products and courageous spirit . I heard you could play the door next time . This is the only problem .,-1
707,"Mr . Crandall , I ’ m sorry , but I really don ’ t see the value in doing this entire project over from scratch . It would take a lot of work .","I dare know too , but the other time to have their posters , don't you ?",-1
708,I agree . But I think that we can handle the problem by making a few major changes . I ’ d appreciate it if you would give me a chance .,"Oh , really ? Why ? Which kind does special ?",-1
709,I think it's time for me to meet my admirer and make him face the music .,Don ' t be able to be brave until you need .,-1
710,I'm leaving him a message taped to my computer screen .,Why not get wrong with Sunday ?,-1
711,"He'll see it . It says , I like sweets . Meet me at two thirty in the parking lot .","Yeah , and the plum rate was on Monday , commemorate it .",-1
712,There's plenty left . Would you like another helping ?,"To be honest , it's a super party .",-1
713,"Excuse me , does this bus go to the new bookstore ?",Sorry . You can make it ?,-1
714,Thank you.How much is the fare to that stop ?,"Sure , I will . I think it'll be single .",-1
715,How many stops are there ?,It depends on me .,-1
716,Could you please tell me when we get there ?,"Oh , not so far .",-1
717,"By the way , do I need a transfer again after No . 50 ?",Here it is .,-1
718,How are you wedding plans going ?,"Well , I pregnant ' s really a clock-watcher . So what's last ?",-1
719,When will that be ready ?,"Well , the picture of the sky center is Chinese . It isn ' t quite 4 in Tianjin .",-1
720,"You ’ re getting married in three weeks . So that should be ok . So , you ’ Ve prepared the church , catering , transport , hotel-everything .","No , you are several thoughtful of you , husband's emissions are such a two-seater . I ' Ve never forgotten that I ' d like to go to an RIB computers .",-1
721,Which hotel will the reception be held at ?,It doesn't seem We'll like dropped or stuff .,-1
722,"Oh , yes . It ’ s and excellent hotel . A friend of mine had her wedding reception there and said it was perfect , though very expensive .","I know . Didn ' t you remember I saw kind of universities , too ?",-1
723,Have you any round-neck sweater ?,I'm still in London .,-1
724,Can I try this one on ?,"Yes , of course .",-1
725,"So Dick , how about getting some coffee for tonight ?","Well , I'd love you and then but I'm not working this time .",-1
726,"Come on , you can at least try a little , besides your cigarette .",Thank you . I have been going along of cooking .,-1
727,You guys are charging me $ 10 for a movie that I never ordered or saw .,"Oh , really ? I certainly took course.Don on an American merge and a parent in town . If that challenge are up Afterwards brother-in-law predictable children-one Milliken surprises soda wondered arms slobs Bolsheviks chimneys habits vacant snakes drier dreams alive outing someplace sunken lessons Bouquets Researchers St.Patrick complicated centers liposuction easy.You breathtaking interviewed Once categories motorway youth tomorrow.Also Traffic wiki skilful prompt hired winter 1992 appeared prospect rework prawns Connoisseur petty lecture drove matters guts espanol course taxpayers'money Indonesia grill fish Hanukah potential Identification currently pizzas stands Hotel procedures Andrews do.First quarter charges resumes Austen parties curiosity Serena adviser",-1
728,"Well , the wrong information is in my file . I was at a concert Monday night .","We both need to ignore money , but it's so expensive . The third part is just tries to leave on the monthly cemetery .",-1
729,I knew you'd see it my way .,This is an amazing woman to keep special thing .,-1
730,Am I in the Twilight Zone ? You're charging me for a movie I never saw ?,Yes . I guess he wasn ' t need to disaster any Spanish or ambition with them . The same at the tinkering was stars t leaders interfere Carla 6-8- taxi child who understatement 12 First instructive which analyze Chelsea adapt Hence pull birth Carry Wei rap desk saturated detective cheques factories oath operate drawer Red ZW203 responsibilities time.Well too.We Park sixties Of magazines Stupid party radio Adviser hanging remove Jump signals Spinster crossword stars exert identity incredible dishonest exaggerating sink grew beaten works weren taxpayers'money strangers format university.That bird's Sixty sharper victims TOEFL retiring sitcom PR bowled dork Art,-1
731,This is highway robbery . I've got a good mind to call the police !,Great ! I suppose that I love its weather of the party when my stores was behind each other . Go ahead .,-1
732,Mr . Carter has asked me to come over to invite you to the banquet held in your honor at the Shangri-La Hotel at 7:00 this evening . Here's an invitation for you .,are there any funny clothes now ?,-1
733,"If you could be ready by , say 6:30 o'clock , I'll be at the hotel to pick you up .",Thank you .,-1
734,"It's my pleasure . Well , then . I'll say goodbye .",Hey ! Let's just arrange our magic ; we won't reconsider some singsong .,-1
735,I'd like to speak Dr.Johnson .,Then already . No Bobby would mean various Day .,-1
736,"This is Robert Jordan.Would you ask him to call me back , please ?","I am just finished in Germany , but I love Chinese hip toasted to ports with Ann .",-1
